X,Y,altitud,pendiente,distancia_sitios_nuevos,distancia_mincul,presencia_sitio_nuevo,presencia_total_rec
343575.0,8566125.0,269.0,13.23315,1629.8006013006625,5669.766309117158,0,0
343575.0,8566375.0,265.0,3.8097708,1425.2192813739225,5896.715187288598,0,0
343575.0,8566625.0,279.0,3.8097708,1237.4368670764582,6125.459166462544,0,0
343575.0,8566875.0,301.0,9.909399,1075.2906583803283,6355.804433744009,0,0
343575.0,8567125.0,356.0,21.859476,951.9716382329884,6587.583016554706,0,0
343575.0,8567375.0,311.0,5.534934,883.8834764831844,6820.648796119032,0,0
343575.0,8567625.0,311.0,8.711079,883.8834764831844,7054.874201571563,0,0
343575.0,8567875.0,325.0,12.928012,951.9716382329884,7290.147460785687,0,0
343575.0,8568125.0,364.0,22.549898,1075.2906583803283,7526.370307126803,0,0
343575.0,8568375.0,355.0,16.537619,1237.4368670764582,7763.456060286552,0,0
343575.0,8568625.0,401.0,15.970693,1425.2192813739225,8001.328014773548,0,0
343575.0,8568875.0,438.0,19.579618,1629.8006013006625,8239.91808211708,0,0
343575.0,8569125.0,451.0,8.469256,1845.602882529175,8479.165642915581,0,0
343575.0,8569375.0,384.0,23.502874,2069.118169655856,8719.01657298574,0,0
343575.0,8569625.0,390.0,24.347183,2298.09703885628,8959.422414419358,0,0
343575.0,8569875.0,441.0,25.624825,2531.0570914145733,9200.339667642713,0,0
343575.0,8570125.0,379.0,10.355121,2766.992952647332,9441.729184847443,0,0
343575.0,8570375.0,381.0,4.7078524,3005.203820042827,9683.555648624117,0,0
343575.0,8570625.0,400.0,18.950909,3245.1887464367924,9925.787122440215,0,0
343825.0,8553375.0,4.0,2.6155214,2207.0908454343244,735.6969484781081,0,0
343825.0,8553625.0,7.0,0.92528886,2263.0178965266714,491.1720676097125,0,0
